target,text
ham,Hai priya are you right. What doctor said pa. Where are you.
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,Why i come in between you people
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,Yo guess what I just dropped
ham,Haha okay... Today weekend leh...
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,Aah bless! How's your arm?
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
ham,Was it something u ate?
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
ham,R we still meeting 4 dinner tonight?
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
ham,Oh all have to come ah?
ham,"Are you sure you don't mean ""get here, we made you hold all the weed"""
spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,Oh... Kay... On sat right?
ham,Oh k :)why you got job then whats up?
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,Too late. I said i have the website. I didn't i have or dont have the slippers
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
ham,"Miss ya, need ya, want ya, love ya."
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
ham,It shall be fine. I have avalarr now. Will hollalater
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,Have a good evening! Ttyl
ham,"Well, I meant as opposed to my drunken night of before"
ham,Then u going ikea str aft dat?
ham,Rofl. Its true to its name
ham,"Sorry, I'll call later"
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,Mm umma ask vava also to come tell him can play later together
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"Aight that'll work, thanks"
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
ham,"Sir, i am waiting for your call, once free please call me."
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham,Ma head dey swell oh. Thanks for making my day
spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
ham,Yup ok...
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,"Aight, sounds good. When do you want me to come down?"
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
ham,"Jus chillaxin, what up"
ham,Where are you lover ? I need you ...
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
ham,K:)eng rocking in ashes:)
ham,"Sorry, I'll call later"
ham,1's finish meeting call me.
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way.
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,What's a feathery bowa? Is that something guys have that I don't know about?
ham,I know that my friend already told that.
ham,Lovely smell on this bus and it ain't tobacco...
ham,Thanks for sending this mental ability question..
ham,Thank you baby! I cant wait to taste the real thing...
ham,Just wanted to say holy shit you guys weren't kidding about this bud
ham,Correct. So how was work today
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,I'll reach in ard 20 mins ok...
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Also that chat was awesome but don't make it regular unless you can see her in person
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,say thanks2.
ham,Otherwise had part time job na-tuition..
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
ham,Yes we are chatting too.
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,Cold. Dont be sad dear
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,How dare you change my ring
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
ham,Can do lor...
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,Mmmm.... I cant wait to lick it!
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,Ill be at yours in about 3 mins but look out for me
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Do you like shaking your booty on the dance floor?
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,A bloo bloo bloo I'll miss the first bowl
ham,What are youdoing later? Sar xxx
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,DO U WANT 2 MEET UP 2MORRO
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,Yeah whatever lol
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
ham,WOT U WANNA DO THEN MISSY?
ham,This weekend is fine (an excuse not to do too much decorating)
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,Where u been hiding stranger?
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,ok....take care.umma to you too...
ham,Booked ticket for pongal?
ham,My sister got placed in birla soft da:-)
